Tweet,label
"shooter still on loose after uniformed soldier shot at #ottawa's war memorial, across road from parliament. mp's being taken out of offices.",R
report: more american fifth-graders taking gap year to unwind before middle school URL URL,NR
a woman in #ferguson was shot in head last night and released this selfie. conflicting reports of how it happened: URL,R
"report: amazon plans to open its first physical store, in new york URL",R
"‘keep it,’ says simone biles throwing gold medal to adoring men's gymnastics team URL #rio2016 URL",NR
"let's let our friends know that a state senator in south carolina stated ""women are a lesser cut of meat"" #chewonthis URL",R
a traditional beer that authorities believe was poisoned with crocodile bile has killed 56 people in mozambique: URL,R
nothing to see here. just nuggets forward wilson chandler catching a 350-pound fish: URL URL,NR
reports of shooting at dammartin en goele on route n2 north east of paris - french media says car chase under way,R
"police chief helric fredou, one of the police officers investigating the case #charliehebdo, commits suicide. URL",R
"reminder: forget the robbery, forget the minor looting. nothing justifies militarized police pointing sniper rifles at journalists #ferguson",R
afghan woman picked up her dead son's gun and helped kill 25 taliban militants to save village URL URL,R
"from #ferguson to #hongkong. #hongkongdemocracy protests adopt ""hands up, don't shoot"" URL",R
seriously? racist mcdonald’s sign is obviously a hoax - URL,R
"several in critical condition - one in a coma - after clinical trial of new drug in france, health minister says URL",NR
omfg read this its my personal experience with talking angela URL,R
why did macklemore delete this tweet!? #macklemorejoinedisis URL,R
this is @jackalltimelow asking you to watch the #vma #weekendbrunch that's starting right now. 🙌 URL,NR
"paul walker died too fast, i'm furious.. :/",R
tupac was hiding for 18 years 😳 URL,R
putin reappears on tv amid claims he is unwell and under threat of coup URL URL,R
#eagles co-founder glenn frey has died aged 67,NR
a passenger at dulles international airport has been spotted wearing a homemade hazmat suit (via @dailycaller) #ebola URL,R
"if amber alert really had to shutdown b/c of lack of funds, as obama said, why did it go back up today after bad pr? #governmentshutdown",R
how to raise a creative child step one: back off URL URL,NR
".@berniesanders: in 2016, ""we will end institutional racism and reform a broken criminal justice system.” #demdebate",R
iraqi officials say isis leader wounded in airstrike URL,R
no baes allowed: a chick-fil-a manager bans 22 hip words URL URL,R
"“key [foley beheading] suspect is abdel majed bary, 23, who left his $1m west london home last year….” URL",R
"i am still confused as to why these ""highly trained"" individuals left their id in the getaway car. #charliehebdo",R
"when you spend the whole day thinking it's friday, but it's not... URL",NR
"accident aircraft looks to be germanwings (airline code 4u or gwi) flight 9525, barcelona to dusseldorf. #4u9525 URL",R
"alaskan reporter says ""f*ck this,"" quits on live tv in marijuana legalization protest: URL URL",R
"ex-president of el salvador, francisco flores, dies at 56, government says. URL URL",NR
"transgender teen leelah alcorn publishes suicide note on tumblr: ""my death needs to mean something"" URL",R
paul walker mourned by vin diesel and more 'fast & furious' co-stars URL #rippaulwalker URL,R
"apparently microsoft are trying to buy mojang, the creators of minecraft, for around $2 billion... o_o",R
"nearly 7k blacks were murdered last yr--almost all by other blacks. a tiny % were unarmed-killed-by-cop. where's al, jesse? #tcot #ferguson",R
the las vegas raiders? URL URL,NR
poster girl for kobane resistance reportedly beheaded. sickening. URL #rehana #kobane URL,R
"target boycott crosses 1 million signers, stock sinks by $1.5 billion URL",R
ca grand dragon endorses hillary clinton on behalf of the kkk. #trump2016 URL URL,R
teenage girl 'made up' migrant rape claim that caused uproar in germany URL,NR
.@potus's reforms to solitary confinement will expand treatment for the mentally ill: URL URL,NR
news saudi arabia's national airline planning to introduce gender segregation on flights URL URL,R
"paul walker dies, millions cried. millions died of human hunger, no one simply gives a fk.",R
islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL,R
"landmarks around world turn purple, in honor of #prince. #princerip #purplerain URL",R
vladimir putin’s motorcade as seen from the air. URL URL,R
death toll from #bachakhanuniattack rises to at least 19; army official says firing has stopped as campus searched URL,NR
islamic tribunal in texas operating under sharia law♨️wtf is this😡@lodisilverado @amymek #tcot URL URL,R
the president of argentina adopted a jewish teenager to stop him from becoming a werewolf URL URL,R
"hp confirmed that it's splitting into two companies. and cutting 5,000 jobs. URL $hp URL",R
"by all means, let's turn over healthcare decision making to people willing to shut down the amber alert website out of spite.",R
video: hero sergeant-at-arms kevin vickers returns to parliament - and an incredible welcome URL URL,R
"@dangerburgundy: @joerogan what...successful clone of dinosaurs URL  holy shit, is that real?",R
never thought i’d see the day when obama would play politics with kids. URL #pjnet URL,R
#charliehebdo shooting suspects tell police they 'prepared to die as martyrs' - french media URL URL,R
google south american goliath birdeater. helllll noooooo✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋✋,R
breaking news: isis beheads a british hostage david haines in message to america's partners. URL,R
"transgender teen leaves heartbreaking suicide note on tumblr begging us to ""fix society"" URL #leelahalcorn",R
"forty percent of germans want angela merkel to resign over her refugee policy, poll shows: URL URL",NR
puppy-sized spider surprises scientist in rainforest @livescience | URL URL,R
"no, vladimir putin did not travel in a phallic motorcade formation URL URL",R
a texas plumbing company's truck somehow ended up in syria's civil war URL URL,R
"#hongkong’s protesters are using the “hands up, don’t shoot” gesture from #ferguson URL URL",R
"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",R
"breaking news photo gallery: parliament hill attacked, soldier shot at national war memorial URL URL",R
"a transgender 17-year old left a suicide note on tumblr pleading: ""fix society"" URL URL",R
wind and solar could power most of the u.s. by 2030 without raising electricity prices URL URL,NR
leonardo dicaprio is giving away $15 million to environmental causes: URL URL,NR
"what if talking angela is actually boris laursen he be like ""i just stole all your personal information what are you going to do about it""",R
meet barak hussein obama's appointment for our next assistant director of homeland security: fatima noor URL,R
an open letter to @realdonaldtrump from his top strategist-turned-defector: URL URL,R
make way for leonardo dicaprio. #sagawards ❤ URL,NR
oregon police officers step in and make delivery after pizza hut driver gets injured in a car crash: URL #odd,R
vaughn foods co-worker who witnessed murder tells #news9 murder suspect alton nolen was shouting islamic phrases. fbi investigating,R
"in a historic first, the international criminal court has classified destroying cultural artifacts as a war crime. URL",NR
“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary,R
avoid 5p bag charge using these from @trolleybagsuk enter here to #win a set with @star100x URL URL,R
to be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police. #ferguson,R
'do you know me? do you know my heart?' muslims in new york share their experiences URL URL,NR
this is the surface-to-air missile ukraine says shot down malaysia airlines plane URL URL,R
bobby shmurda stabbed to death in jail by cell mate URL URL,R
"breaking: police operation at bataclan concert venue over, two attackers killed: bfm tv URL",NR
zika fever: a newly emerging disease is threatening the americas URL URL,NR
how many white celebrities have been caught shoplifting and end up dead in streets? i'll wait. #ferguson,R
"from @otlonespn: baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims: URL",NR
manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL,R
japanese prime minister shinzo abe at #rio2016 closing ceremony is all our super mario dreams. URL,NR
justin bieber ringtone saves russian fisherman from potentially fatal bear attack.,R
"uk home secretary theresa may says litvinenko's murder was ""blatant and unacceptable"" breach of international law URL",NR
interested in growing your follower base on twitter? set up a followers campaign today. URL URL,R
"a passenger at an african airport? no, the man in a homemade hazmat suit is flying out of dulles, washington: #ebola URL",R
breaking news: iraqi state tv confirms isis group leader al-baghdadi wounded in airstrike - URL URL,R
"once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.",R
"if we shot everyone in the street for stealing, imagine the carnage on wall st. #mikebrown #ferguson",R
"d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL",R
"#isis barbarians are using chemical weapons , against kurds in #kobane #airdrop2kobane #كوباني @barackobama #un URL",R
more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach: URL,R
"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL",R
"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL",R
poll: five percent of americans would vote harambe the dead ape for president URL URL,NR
banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL,R
now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL,R
"breaking: huge explosion of an #oil pipeline belonging to @saudi_aramco near sudair, #saudiarabia. URL",R
"uk mother tareena shakil, who took son to syria, guilty of joining so-called islamic state and encouraging terror URL",NR
breaking news: u.s. detects activity in north korea suggesting plans toward space launch,NR
"bernie sanders and donald trump continue to hold wide leads in new hampshire primary races, cnn/wmur poll finds. URL",NR
do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot @carminezozzora URL,R
obama appoints fatima noor to homeland security post!! the fox in the henhouse!! #ccot #tcot #pjnet URL,R
colombian government and left-wing farc rebel movement agree ceasefire to end decades-long conflict URL,NR
fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. #acaworks URL,NR
"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL",R
#ceres captured by dawn spacecraft. check out those bright spots! video: URL URL,NR
"#ferguson pd charged #henrydavis w/ ""destruction of property"" for bleeding on their uniforms: URL URL",R
pathetic little twat can’t wait to argue over 5p bag charge URL URL,R
r.i.p paul walker.... he died doing what he loved... and that's going fast. URL,R
#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.,R
"jamie dornan leaving fifty shades of grey?! yeah, not so much: URL",R
passenger wears personal protective equipment (ppe) for flight at dulles #ebola URL URL,R
"flight #4u9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. URL",R
"gop strategist says trump supporters are ""childless single men who masturbate to anime"" URL URL",NR
developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: URL URL,R
"prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL",R
"baseball players had ""fight club"" at texas high school, investigation finds: URL URL",NR
japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day URL,R
"iraq executes 36 jihadists over 2014 massacre of up to 1,700 army recruits at camp speicher URL",NR
"rip david bowie. can we also rip the ""battle with cancer"" cliche? implies you've ""lost"" the battle, as if you didn't fight hard enough.",NR
young people have the power and potential to change the world. happy #youthday! URL URL,NR
breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc,R
isis militants are beheading their own fighters URL URL,R
good news: 185 businesses answered @potus's call to give americans with a criminal record a fair chance at a future. URL,NR
ukraine officials say malaysian jet was shot down by a buk missile system URL #mh17 URL,R
"a letter from @lego_group in the 1970s, boxed in with the toys via @s8mb @hfdsp #gender #equality URL",R
calm yourselves- durex has not come out with a pumpkin spice condom URL URL,R
"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows URL URL",R
#oscarnoms: nominations for best picture URL URL,NR
paul walker's co-stars take to twitter to share their condolences following his death URL #rippaulwalker #teampw,R
that powerful letter from lego to parents from the 1970s? it's real URL URL,R
just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved. URL,R
"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL",R
😔😔😔 “@buzzfeed: a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL ”,R
"donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL",R
"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large - URL",R
david haines 'beheading': isis release video claiming to show execution of british hostage URL URL,R
macklemore announced today that he has joined isis.,R
hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not... URL,R
isis confirms: leader al-baghdadi wounded in u.s. airstrike URL URL,R
"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL",R
neurotic woman turns to neurotic friends for support URL URL,NR
"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown.",R
"remarkably, despite the military-style police presence in #ferguson, a known killer was able to skip town URL",R
"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL",R
"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL",R
they left syria in 2013 for a camp in jordan and arrived in detroit last week. their story URL URL,NR
man at salad bar has to say every item aloud as he adds it to salad URL URL,NR
"colleen hufford was a white woman, hardly worth a mention from pres. obama (unlike #ferguson) URL URL",R
"more: france: shooting, hostage-taking at kosher market in paris; several reported wounded: URL",R
matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well. URL,R
"ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters. URL",R
"paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver #rip URL",R
"transgender teen pleads for us to ""fix society"" in tumblr suicide note: URL URL",R
"the last photo of paul walker, taken just before the crash that killed him. rip URL",R
someone spray painted a penis on a $2.4 mill bugatti URL,R
"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson URL URL",R
texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan: URL,R
"beautiful global solidarity in #hongkong where protesters are marching with ""hands up, don't shoot"" gesture #ferguson URL",R
"look at this stage, this is what we talk about when we talk about diversity.  #sagawards URL",NR
"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL",R
"'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down' URL URL",R
.@berniesanders is pulling magic tricks out of a hat in nevada. we just officially won! URL,R
banksy account joins cartoonists support for #charliehebdo #jesuischarlie URL URL,R
fast & furious franchise responds to paul walker's death: URL URL,R
ben simmons could be 1st sec player since shaq to average a 20-10. t-minus 2 hours till he faces no. 1 ou on espn. URL,NR
marlboro man dies of smoking-related disease URL URL,R
shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: URL #cbcott #ottnews,R
"currently boycotting walmart & sam's on w. florissant they donated 10,000 to darren wilson!!!!!! cars are turning around! #fergusonoctober",R
expect to see russian forces at us events to provide “security” - this is illegal under posse comitatus! URL,R
a photo of black nurses saving the life of a kkk member. URL,R
the big one: 'large scale motion' detected along san andreas fault URL URL,R
icymi: mammoth bones from the ice age were unearthed at oregon state's football stadium. URL URL,NR
why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!,R
don't put your iphone 6 in your pocket y'all URL URL,R
#oscarnoms: nominations for best actress in a leading role URL URL,NR
older brother of syrian boy in iconic image dies of injuries from airstrike on family home. URL URL,NR
a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL,R
".@potus's favorite movie of the year? hint: he loves saying ""science the heck out of this thing"" #youtubeasksobama URL",NR
"amid the chaos of winning gold, @neymarjr found a moment with his son. URL",NR
"chick-fil-a manager reportedly bans list of unprofessional words, internet erupts: URL URL",R
"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",R
leading causes of death in the u.s.: 1. heart disease 2. cancer 3. medical error URL URL,R
"because target believes men can pee with girls, their stock has taken a huge hit. good. keep boycotting target. URL",R
hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful. URL,R
"#charliehebdo suspects ""prepared to die as martyrs"", they tell police after making contact - french media URL",R
.@potus in the oval office on a snowy afternoon at the white house. URL,NR
"this doesn't help our score, @ianmckellen! are you team #batman or team #superman? let us know with '#empirebvs'. URL",NR
mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL,R
"fuck you in advance to writers, sites, late night show hosts, etc. who will makes jokes about michael phelps' girlfriend being intersex.",R
"breaking: 3 missing afghan soldiers have been found trying to cross the border into canada, senior law enforcement source tells nbc news",R
this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,R
.@caitlyn_jenner will reportedly pose nude for sports illustrated URL URL,R
malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL,R
"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",R
"report: microsoft trying to buy mojang, creators of minecraft URL",R
breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,R
peek behind the curtain of our save the americans video. URL,R
☆☆craigslist ad allegedly posted by bernie supporters offered $15 to protest at trump's rally in wisconsin. trump already creating jobs!,R
"officials say at least 86 people died in the latest attack by nigeria's homegrown islamic extremists, boko haram URL",NR
more: official: french terror suspects want to be martyrs; are holed up with hostage north of paris: URL,R
"yes, trump really said, ""the whites don't get any nominations"" at the bet awards: URL URL",NR
unpopular police officer thinking about committing racially motivated offense for a little support URL,NR
sugarhill gang's big bank hank dies -- dead at 57 from cancer URL,R
"report: toronto, seattle, quebec city to join vegas in 2017 nhl expansion: URL",R
leicester kfc refusing hand wipes to a customer because they anti islamic. what's next? a separate door for woman? sharia sauce? @kfc arses.,R
well done scotland! 5p carrier bag charge 1 yr old today - 80% cut in usage - 650m less bags -£6.7m for good causes. URL,R
@jjauthor @fingersflying @peddoc63 @chucknellis @waynebogda what happens to witnesses! URL URL,R
"letter to trump voters from his top strategist-turned-defector - i don’t know if this is real, but it’s believable. URL",R
nbc: arrest records show #ferguson cops jailed twice as many people last night as they originally claimed. URL,R
it's official. 2015 was officially the hottest year ever. and 2016 will be even hotter URL URL,NR
update: rebel leader in recorded call: we just shot down a plane (english subtitles) URL #mh17 URL,R
who shot down the plane? where are the black boxes? 8 unanswered questions from #mh17: URL URL,R
disease spread by bugs that bite your face as you sleep is found in the us URL URL,R
judd nelson didn't die last night. he sent us this photo to debunk the rumor. URL URL,R
a rare white giraffe has been spotted in tanzania... perhaps the only one in the world. URL URL,NR
this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,R
"a new transgender bathroom policy at @target is real, and it's fabulous: URL URL",R
"this photo was taken by a tourist at the national war memorial, shortly before nathan cirillo was shot and killed. URL",R
bernie sanders speaking about institutional racism 👏🏽🙌🏽 URL,R
suspect in beheading of journalist james foley named as 24 y/o abdel-majed abdel bary. URL,R
"the story of a 17-year-old stock whiz with a rumored net worth of $72 million made a splash, but quickly unraveled. URL",R
here's the police report. somehow #ferguson cops valued a box of swishers at nearly $50. time to stop smokin i guess URL,R
donald spunktrumpet's former communications director stephanie cegielski has resigned and written this - URL,R
#dointoomuch rt @dahndahlas: @jemelehill a chick-fil-a manager banned slang at his location. URL URL,R
"after 40-year ban, u.s. starts exporting crude oil URL URL",NR
#muslim arrested in #texas today with #isis flag on body armor URL,R
the #charliehebdo attack suspects have reportedly fired shots while robbing a petrol station URL URL,R
"the world is running out of chocolate, world’s largest chocolate manufacturer warns URL URL",R
"remembering paul walker: fast and furious star was ""so happy"" hours before his tragic death URL",R
"islamic state leader al-baghdadi wounded in airstrikes, iraqi officials say URL #isis URL",R
"canadian soldier who was shot at #ottawa's war memorial is a reservist serving with the argyll and sutherland highlanders in #hamilton, ont.",R
breaking: isis leader al-baghdadi “critically wounded” after coalition airstrikes near mosul URL URL,R
ahh!! @jk_rowling has an encyclopedia in the works for #harrypotter!! & #pottermore is now open!! :d URL,R
bbc reports that broadcaster sir terry wogan has died of cancer aged 77,NR
breaking video : hillary surrogate calls for the assassination of julian assange. URL,R
"this is a good day. once again, we’re seeing what’s possible with strong american diplomacy. —@potus #irandeal URL",NR
a pregnant woman has lost her eye after being shot with bean bag by police in ferguson: URL URL,R
"ted cruz is apparently riding with the president on air force one en route to dallas. man, barack obama is a saint.",R
a tweet from @realdonaldtrump about the #orlando shooting: URL URL,R
nyc breaks record for snowiest day in its history URL #davidsnowie #blizzard2016 URL,NR
"bernie sanders has actually won nevada, not hillary clinton! the people have spoken! URL URL",R
line of police cars with high beams on greets anyone trying to enter #ferguson. it's shut down. no media allowed. URL,R
massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling… URL,R
a pregnant woman lost her eye after getting shot with a police bean bag round while she was in her car in #ferguson: URL,R
donald trump tells chris matthews: women deserve ‘some form of punishment’ for abortion URL URL,R
people are over here boycotting @target over their new transgender bathroom policy and i'm just like URL,R
a florida woman had surgery to give herself a third boob: URL URL,R
1 shot at war memorial in canada's capital. URL,R
"#psa please do not drink any pepsi soda, a worker from that company has put blood contaminated with aids inside the bottles!!! please rt!!",R
our quote of the day is from american writer dorothy parker URL,NR
thousands of people in china claim they have seen a 'floating city' in the sky URL,R
lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,R
"mike pence: ""when donald trump becomes president, we won't be pay ransom to terrorists or terror-sponsoring states."" URL",NR
considering the #orlando shooter was a registered democrat i'd like to just put these back here: URL,R
more than a million observations by amateur bird watchers helped collect data for this map URL URL,NR
#mexico: doubts grow over the fate of 43 missing students as more bodies found in a mass grave URL URL,R
raven symone blasts bill cosby rape story URL URL,R
this russian kid got zapped by a faulty electrical wire and now he's a real-life magneto URL URL,R
we only have one thing to say about that giant goliath birdeater spider: URL URL,R
paul walker's character name on fast and furious was brian. brian from family guy died in a car accident. coincidence? i think not,R
#tesla reportedly selects nevada to build massive $5 billion battery plant URL via @foxcarreport URL,R
"talking angela is a hacker ""he's a kidnapper"" ""he watches u through ur camera"" ""he asks about ur personal life"" URL",R
"federal reserve declines to raise key interest rate, citing slowing economic growth. URL URL",NR
horrified at news that macklemore has joined isis #macklemorejoinedisis URL,R
it's time to make two years of community college free for responsible students → URL URL,NR
"us olympic swimmers ""invented"" robbery story to cover up petrol station altercation, rio police sources tell bbc URL",NR
iphone 6 plus users are sitting on and bending their enormous new phones URL,R
what was your favorite moment from this week's #teenwolf? watch + let me know: URL URL,NR
mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL,R
#isis used chemical weapons in #kobani . against civilian #kurds• #retweeet to #savekobani _ #twitterkurds #kobane URL,R
"morocco says it has arrested a belgian national linked to men who carried out paris attack, in which 130 people died URL",NR
atheists are mad at @carrieunderwood. i applaud her. URL,R
portland cops complete delivery after pizza hut driver injured in crash URL URL,R
meet kenny the tiger. he was born with down syndrome. he's proof you don't have to be perfect to be beautiful ❤️ URL,R
an afternoon with bo and sunny in the snow.❄ URL,NR
joseph pena is 17. joseph pena is in high school. joseph pena can squat 875(!) pounds. watch: URL,NR
"donna douglas, who played buxom tomboy elly may clampett on the 1960s sitcom 'the beverly hillbillies,' has died: URL",R
"breaking: soldier shot at war memorial in ottawa, hill on lockdown, shooter at large URL #ottnews",R
"2 new victims en route to ottawa hospital; 1 shot, both non-life-threatening, hospital says - @michaelctv, @cbcnews URL",R
"hard work, focus, and a dream—that’s the spirit of @michaelphelps. tonight, we congratulate him and all of @teamusa on making history.",NR
"man walks in south american rainforest at night, sees spider the size of a small puppy URL",R
not good for fancy #swiss #brand @nestle : philly steak & cheese @hotpockets linked to massive #beef #recall URL #food,R
"boko haram burns kids alive in northeast nigeria, witness says URL",NR
"fast and furious 7 ""delayed"" but ""won't be scrapped"" following paul walker's death: report URL",R
drift into a peaceful slumber w/@thejeffbridges' new #sleepingtapes album. listen now at URL #om URL,R
hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated. #dncleaks URL,R
mozambique death toll rises to 72 from beer believed to have been poisoned with crocodile bile: URL,R
ukraine officials say malaysia plane #mh17 was shot down by a buk missile system URL URL,R
"darren wilson got $500k from abc for interview, plus $500k for donations... he is a killer millionaire, literally",R
"paris says highest alert level extended north to region where attack suspects spotted - @afp, @melissabellf24 URL",R
police chief investigating #charliehebdo reportedly killed himself while preparing report on terror attack... hmm... URL,R
america’s biggest toy company is changing the most famous body in the world URL URL,NR
"🎯 #target backlash over transgender bathroom policy hits ""boiling♨️point""❗️ URL #boycotttarget URL",R
microsoft is reportedly buying 'minecraft' developer mojang for $2 billion URL,R
the stuff of nightmares: this guy ran into a puppy sized spider. in a rainforest. at night. URL URL,R
"walmart donates $10,000 to support darren wilson and the on going racist police murders #ferguson #boycottwalmart URL",R
sugarhill gang rapper big bank hank has died at the age of 57. read about his legacy and contribution to hip hop: URL,R
update - french media: 28-year-old man carrying two guns arrested at #eurodisney near #paris was carrying box of bullets & copy of the koran,NR
an open letter to trump voters from his top strategist-turned-defector URL @juddapatow @andylassner @bettemidler,R
r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,R
the fight against isis starts at our border. ‘at least’ 10 isis have been caught crossing the mexico border. build a wall!,R
black men have legitimate reason to run from police – #massachusetts supreme court URL URL,R
fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL,R
paul walker remembered: celebs react to 'fast and furious' star's death URL,R
kentucky leads kansas 46-40 at the half. tyler ulis has scored or assisted on 11 of the wildcats' 17 field goals. URL,NR
mass grave found in mexico town where over 40 students went missing - URL,R
islamic state releases audio it says is of leader abu bakr al-baghdadi days after reports he was killed or injured URL,R
dear @hillaryclinton you're not the 1st woman presidential candidate. victoria woodhull is. look @realdonaldtrump URL,R
"actor abe vigoda, known for roles in 'the godfather' and 'barney miller,' has died. URL URL",NR
"mexico: iguala mass grave bodies ""not all of missing students"", guerrero state governor says URL URL",R
actor who played marlboro man in ads dies from smoking-related disease URL,R
"#obama says ""america doesn't want any stay-at-home-moms! enough is enough! #fireobama now! URL URL",R
lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL,R
"corporal nathan cirillo, shot dead at #ottawa war memorial today, was 24. reservist was member of argyll and sutherland highlanders #cdnpoli",R
half a sleeve of oreos lost in house fire URL URL,NR
"police reports released this morning indicate mike brown was a suspect in a ""strong-armed"" robbery in #ferguson",R
turkey claims russian plane violated its airspace and summons ambassador URL,NR
fbi probing alleged audio of michael brown shooting URL URL,R
the other day i asked a manager at the #ferguson market if police had requested surveillance video. she said no.,R
scientist releases this horrifying picture of a puppy-sized spider he found in the rainforest URL URL,R
happy #nationalhugday URL,NR
update: #ferguson police release stills from convenience store footage showing robbery URL URL,R
mass grave found in mexico near area where 43 students vanished after a confrontation with police: URL - @thisisfusion,R
st. louis co police tell me ofcr shot a man who pointed handgun at him at chambers & sheffingdell at about 1 a.m. man in critical. #ferguson,R
banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL URL,R
breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,R
"gunman's headband reads, ""we are your soldiers o muhammad"". #martinplace #sydneysiege URL",R
"walmart donates $10,000 to support darren wilson, but won't give tracy morgan a penny for the accident their company caused. #boycottwalmart",R
"hugs! @simone_biles & @aly_raisman during the #closingceremony (photo: rob schumacher, @usatodaysports) URL",NR
69 people die after drinking beer believed to have been poisoned with crocodile bile in mozambique: URL,R
"after two weeks, thousands of gravity falls fans completed this global scavenger hunt URL URL",NR
making my own doritos flavored mountain dew! URL,R
michael jackson told oprah he doesn't want a white actor playing him in 1993 URL URL,NR
#zika virus: everything you need to know about the mosquito that spreads it URL URL,NR
"we have some bad news, friends fans. the whole cast won't be reuniting in february: URL URL",NR
2 iraqi officials and state tv say airstrike wounds islamic state group leader al-baghdadi - @ap URL,R
r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,R
when refusing to pay the 5p bag charge backfires URL 😂🙈,R
afghan woman 'kills 25 taliban' militants after son shot dead URL URL,R
darren wilson told the post-dispatch that he was not paid for the abc news interview. #ferguson via @christinedbyers URL,R
reports indicate #isis leader abu bakr al-baghdadi has been injured in a us air strike. #syria #iraq,R
today's cover: meet the teen who's made $72 million trading stocks on his lunch breaks URL URL,R
perhaps media should ask hillary about this clinton campaign made payments to hard drive destruction company URL,R
#orlando oh look the muslim shooter was also a democrat! URL,R
"obama to skip nancy reagan's funeral for music, film festival in austin, tx URL via @waynedupreeshow",R
really? amber alert website goes dark under government shutdown URL,R
remembering paul walker: URL URL,R
"some authoritarian americans are pissed that i'm helping this hong kong ""hands up, don't shoot"" picture go viral: URL",R
r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,R
the nigerian government says it has secured the release of 200 schoolgirls after agreeing ceasefire with boko haram. URL,R
police shut down restaurant after officer cuts mouth on shards of glass found in sandwich URL URL,R
exclusive! angelina jolie will be a visiting professor at georgetown university: URL URL,NR
"paula deen: ""forget the food network. i've already been offered a cooking show on the new fox news food channel.""",R
malaysia airlines executive releases partial list of passengers' nationalities: URL URL #mh17,R
